NameDescription,PRODUCT CATEGORY,Cost,Sales Price,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sept 2021,Oct 2021,Nov 2021,Dec 2021,TOTAL,,
ZFK202 (ZFK202 PHOTO FRAME 33*33*3CM(20PCS)),PHOTO FRAME, $	12.00 , $	23.40 , 	-   , 	-   , 	(0.65), 	-   , 	2.00 , 	-   , 	1.00 , 	3.00 , 	2.15 , 	-   , 	-   , 	-   , 	7.50 ,,
ZFK203 (ZFK203 PHOTO FRAME 28.5*32*3CM(20PCS)),PHOTO FRAME, $	20.00 , $	39.00 , 	-   , 	1.00 , 	1.00 , 	-   , 	2.00 , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	1.00 , 	8.00 ,,
ZFK211 (ZFK211 PHOTO FRAME 17.5*24*2.5CM(96PCS)),PHOTO FRAME, $	30.00 , $	58.50 , 	-   , 	-   , 	0.04 , 	3.96 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	4.00 ,,
ZFK214 (ZFK214 PHOTO FRAME 44*31*4.5CM(20PCS/CTN)),PHOTO FRAME, $	30.00 , $	58.50 , 	-   , 	-   , 	(0.60), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	1.40 ,,
ZFK215 (ZFK215 PHOTO FRAME 44*31*4.5CM(20PCS)),PHOTO FRAME, $	20.00 , $	39.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	3.00 ,,
ZFK216 (ZFK216 PHOTO FRAME 33*32*5CM(20PCS)),PHOTO FRAME, $	30.00 , $	58.50 , 	-   , 	-   , 	(2.05), 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	0.95 ,,
ZFK217 (ZFK217 PHOTO FRAME 50.5*44*1.8CM(24PCS)),PHOTO FRAME, $	12.00 , $	23.40 , 	-   , 	-   , 	(1.00), 	-   , 	-   , 	2.00 , 	-   , 	3.00 , 	1.00 , 	1.00 , 	-   , 	-   , 	6.00 ,,
ZFK260 (ZFK260  LED LIGHT INCLUDING BATTERY(500PCS)),PHOTO FRAME, $	13.00 , $	25.35 , 	-   , 	-   , 	-   , 	0.10 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.10 ,,
ZFK267 (ZFK267  LED LIGHT WITHOUT 3A BATTERY(480PCS)),PHOTO FRAME, $	12.00 , $	23.40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	4.00 , 	-   , 	-   , 	-   , 	4.00 ,,
ZFK268 / NFK268 (ZFK268 / NFK268 LED LIGHT WITHOUT 3A BATTERY(720PCS)),PHOTO FRAME, $	11.00 , $	21.45 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.93 , 	-   , 	-   , 	-   , 	3.93 ,,
ZFK515P (ZFK515P PHOTO FRAME(28PCS)),PHOTO FRAME, $	11.00 , $	21.45 , 	-   , 	-   , 	(0.96), 	-   , 	-   , 	2.00 , 	-   , 	1.00 , 	1.00 , 	-   , 	-   , 	-   , 	3.04 ,,
ZFK518 (ZFK518 PHOTO FRAME(30PCS)),PHOTO FRAME, $	10.00 , $	19.50 , 	(3.00), 	-   , 	(0.87), 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	2.00 , 	1.13 ,,
ZFK519 (ZFK519 PHOTO FRAME(48PCS)),PHOTO FRAME, $	9.00 , $	17.55 , 	0.50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.50 ,,
ZFK521 (ZFK521 PHOTO FRAME(28PCS)),PHOTO FRAME, $	12.00 , $	23.40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	0.89 , 	1.89 ,,
ZFK522 (ZFK522 PHOTO FRAME(48PCS)),PHOTO FRAME, $	12.00 , $	23.40 , 	-   , 	1.00 , 	(1.50), 	3.00 , 	-   , 	-   , 	-   , 	0.50 , 	-   , 	-   , 	-   , 	-   , 	3.00 ,,
ZFK524 (ZFK524 PHOTO FRAME(96PCS)),PHOTO FRAME, $	13.00 , $	25.35 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.00 ,,
ZFK525 (ZFK525 PHOTO FRAME(96PCS)),PHOTO FRAME, $	12.00 , $	23.40 , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
ZFK526 (ZFK526 PHOTO FRAME(96PCS)),PHOTO FRAME, $	9.00 , $	17.55 , 	-   , 	-   , 	(0.02), 	-   , 	3.00 , 	1.00 , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	5.98 ,,
ZFK527 (ZFK527 PHOTO FRAME(48PCS)),PHOTO FRAME, $	12.00 , $	23.40 , 	1.00 , 	-   , 	(0.91), 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.09 ,,
ZFK9305 (ZFK9305 FOOD STORAGE(24SET)),PHOTO FRAME, $	20.00 , $	39.00 , 	2.00 , 	1.00 , 	4.00 , 	2.00 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 ,,
BC-205 (BC-205),PLASTIC BASIN AND BUCKET, $	12.00 , $	23.40 , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 ,,
BS4036 CUVETTE PLASTIC' (BS4036 CUVETTE PLASTIC (150PCS/CTN)),PLASTIC BASIN AND BUCKET, $	16.00 , $	31.20 , 	-   , 	-   , 	136.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	136.00 ,,
3627 (3627 Sieve 200 Pc),PLASTIC SEIVE, $	9.00 , $	17.55 , 	-   , 	-   , 	0.99 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.99 ,,
A-18 (A-18 (Plastic Seive (200 Pcs),PLASTIC SEIVE, $	12.00 , $	23.40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	1.00 ,,
BL4221 (BL4221 Sieve / Cover (32Pcs)),PLASTIC SEIVE, $	20.00 , $	39.00 , 	(5.00), 	-   , 	0.34 , 	-   , 	4.00 , 	2.00 , 	-   , 	2.00 , 	20.00 , 	-   , 	-   , 	-   , 	23.34 ,,
S326 (S326 Sieve 200 Pc),PLASTIC SEIVE, $	12.00 , $	23.40 , 	10.00 , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	11.00 ,,
2985 (BASIN2985(12PCS)),PLASTIC BASIN AND BUCKET, $	23.00 , $	33.35 , 	-   , 	-   , 	-   , 	1.00 , 	30.00 , 	-   , 	-   , 	-   , 	6.00 , 	-   , 	-   , 	-   , 	37.00 ,,
6801 (6801 BIG BASIN WOVEN(20PCS)),PLASTIC BASIN AND BUCKET, $	21.00 , $	30.45 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
BASIN 25 LT (BASIN 25 LT:25LT-RECYCLE MIXED (24 PCS)),PLASTIC BASIN AND BUCKET, $	20.00 , $	29.00 , 	5.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	5.00 ,,
BASIN 7808 (BASIN 7808/ MIX COLOR 40 CM (48PCS)),PLASTIC BASIN AND BUCKET, $	12.00 , $	17.40 , 	118.00 , 	102.00 , 	-   , 	12.00 , 	413.00 , 	-   , 	-   , 	(10.00), 	-   , 	-   , 	-   , 	185.00 , 	820.00 ,,
BASIN 8115 (BASIN 8115:8115/MIX COLOR CM(24PCS)),PLASTIC BASIN AND BUCKET, $	18.00 , $	26.10 , 	242.00 , 	200.00 , 	105.00 , 	207.00 , 	300.00 , 	-   , 	85.00 , 	95.00 , 	237.50 , 	86.00 , 	1.50 , 	-   ," 	1,559.00 ",,
BASIN 818 (BASIN 818: BS818 MIXED (24 PCS)),PLASTIC BASIN AND BUCKET, $	14.00 , $	20.30 , 	-   , 	-   , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 ,,
BASIN 818 BS818 (BASIN 818: BS818 BLEU 46 CM (24PCS)),PLASTIC BASIN AND BUCKET, $	9.00 , $	13.05 , 	(4.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	15.00 , 	20.00 , 	-   , 	-   , 	10.00 , 	51.00 ,,
BASIN 8676 (BASIN 8676:8676 MIX COLO (48 PCS)),PLASTIC BASIN AND BUCKET, $	14.00 , $	20.30 , 	10.00 , 	-   , 	-   , 	-   , 	25.00 , 	75.00 , 	165.00 , 	270.00 , 	205.00 , 	(7.50), 	16.50 , 	(99.00), 	660.00 ,,
BC-025P (BUCKET B-C025P MIXCOLOR 18L (24PCS)),PLASTIC BASIN AND BUCKET, $	12.90 , $	18.71 , 	25.00 , 	16.00 , 	0.33 , 	25.00 , 	55.00 , 	20.00 , 	99.00 , 	42.00 , 	194.00 , 	-   , 	-   , 	-   , 	476.33 ,,
BS-650 NEW (BS-650 NEW CUVETTE PLAST (24 PCS/PKG)),PLASTIC BASIN AND BUCKET, $	11.60 , $	16.82 , 	58.92 , 	132.00 , 	231.71 , 	368.00 , 	290.00 , 	134.00 , 	159.00 , 	243.00 , 	315.50 , 	126.50 , 	122.00 , 	143.00 ," 	2,323.63 ",,
BS918 MIX (BS918 MIX COLOR (24 PCS)),PLASTIC BASIN AND BUCKET, $	10.67 , $	15.47 , 	41.75 , 	52.00 , 	66.13 , 	67.00 , 	50.00 , 	-   , 	5.00 , 	40.00 , 	45.00 , 	-   , 	33.00 , 	3.00 , 	402.88 ,,
T7155 (T7155 Basin 48Pcs/ Ctn),PLASTIC BASIN AND BUCKET, $	18.00 , $	26.10 , 	-   , 	-   , 	-   , 	2.00 , 	11.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	14.00 ,,
T7153 (T7153 (Plastic Basin 38x31x13.3 Cm/ Square/ 48 Pcs/ Ctn)),PLASTIC BASIN AND BUCKET, $	17.00 , $	24.65 , 	-   , 	-   , 	-   , 	-   , 	20.00 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	31.00 ,,
FC-5252 (FC-5252 (80Pcs/CTN)),PLASTIC COVER PLATE & TRAY, $	12.00 , $	17.40 , 	1.00 , 	-   , 	-   , 	166.00 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	168.00 ,,
2193 NEW (2193 FOOD COVER (24 PCS/CT),PLASTIC COVER PLATE & TRAY, $	11.00 , $	15.95 , 	55.00 , 	30.00 , 	162.92 , 	-   , 	-   , 	62.00 , 	120.00 , 	68.00 , 	-   , 	-   , 	-   , 	-   , 	497.92 ,,
4141 NEW (4141 NEW FOOD COVER (24PCS/CTN)),PLASTIC COVER PLATE & TRAY, $	12.00 , $	17.40 , 	-   , 	32.00 , 	32.09 , 	71.00 , 	67.00 , 	29.00 , 	59.00 , 	47.00 , 	49.00 , 	43.00 , 	20.00 , 	293.00 , 	742.09 ,,
3307 (3307 Tray  (96 Pcs )),PLASTIC COVER PLATE & TRAY, $	12.00 , $	17.40 , 	1.00 , 	-   , 	(0.85), 	2.00 , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	3.00 , 	8.15 ,,
64561 (64561 ( Plastic Tray 46.20x2002x3.1cm/ 48Pcs Ctn)),PLASTIC COVER PLATE & TRAY, $	13.00 , $	18.85 , 	3.00 , 	25.00 , 	7.38 , 	25.00 , 	23.08 , 	3.00 , 	32.00 , 	31.00 , 	15.00 , 	2.00 , 	12.00 , 	7.00 , 	185.46 ,,
T4934 (T4934 Plastic Tray (48Pc)),PLASTIC COVER PLATE & TRAY, $	13.00 , $	18.85 , 	225.00 , 	-   , 	10.00 , 	35.00 , 	20.00 , 	15.00 , 	20.00 , 	25.00 , 	5.00 , 	-   , 	15.00 , 	15.00 , 	385.00 ,,
T703 (T703 Plastc Tray (150 Pcs/ Ctn)),PLASTIC COVER PLATE & TRAY, $	15.00 , $	21.75 , 	-   , 	-   , 	5.00 , 	1.00 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	7.00 ,,
51204-3 (51204-3 Plastic Tumbler set 100 Pcs/ Box),PLASTIC JUG AND CUP, $	18.00 , $	26.10 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	1.00 ,,
10312 (10312 (12Oz Plast tumbler 300 Pcs)),PLASTIC JUG AND CUP, $	12.00 , $	22.20 , 	25.50 , 	60.00 , 	9.32 , 	47.20 , 	36.00 , 	28.11 , 	16.30 , 	-   , 	-   , 	-   , 	-   , 	-   , 	222.44 ,,
10448 BASKET (4.3L) ( 48PCS) (10448 BASKET (4.3L) (48 PCS/ CTN)),PLASTIC JUG AND CUP, $	11.00 , $	20.35 , 	2.00 , 	2.00 , 	-   , 	-   , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	8.00 ,,
12816 (12816 CUP (72PCS/CTN)),PLASTIC JUG AND CUP, $	25.00 , $	46.25 , 	-   , 	-   , 	-   , 	2.50 , 	4.00 , 	2.00 , 	2.00 , 	8.00 , 	10.00 , 	6.00 , 	3.50 , 	-   , 	38.00 ,,
3495 (3495  BUCKET W/LID (3L) 80/CTN),PLASTIC JUG AND CUP, $	21.00 , $	38.85 , 	-   , 	-   , 	(0.93), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(0.93),,
7697 (7697 MEASURING CUP W/ LID 1L (96PCS/CTN)),PLASTIC JUG AND CUP, $	17.00 , $	31.45 , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	6.00 ,,
8384 (8384 CUP (160/CTN)),PLASTIC JUG AND CUP, $	18.00 , $	33.30 , 	1.00 , 	-   , 	1.00 , 	1.00 , 	-   , 	0.48 , 	-   , 	-   , 	2.00 , 	-   , 	1.00 , 	-   , 	6.48 ,,
9455 (9455 CUP (144/CTN)),PLASTIC JUG AND CUP, $	14.00 , $	25.90 , 	1.00 , 	1.00 , 	-   , 	2.00 , 	4.00 , 	1.55 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	10.55 ,,
7531 (7531 PLASTIC CUP (12x12 PCS/CTN)),PLASTIC JUG AND CUP, $	12.00 , $	22.20 , 	(42.00), 	-   , 	-   , 	35.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(7.00),,
9922 (9922 Plastic cup 175 Pcs),PLASTIC JUG AND CUP, $	11.00 , $	20.35 , 	-   , 	1.00 , 	-   , 	-   , 	7.00 , 	-   , 	5.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	13.00 ,,
CU130L PLASTIC CUP (CU130L PLASTIC CUP (600PCS)),PLASTIC JUG AND CUP, $	25.00 , $	46.25 , 	-   , 	-   , 	5.00 , 	66.00 , 	-   , 	27.00 , 	10.00 , 	20.00 , 	1.00 , 	-   , 	10.00 , 	10.00 , 	149.00 ,,
TB311 (TB311 PLASTIC TUMBLER 500ML (360PCS)),PLASTIC JUG AND CUP, $	21.00 , $	38.85 , 	-   , 	1.00 , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.00 ,,
TB312 (TB312 PLASTIC TUMBLER 700ML(360PCS/CTN)),PLASTIC JUG AND CUP, $	15.00 , $	27.75 , 	-   , 	1.00 , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	5.00 , 	-   , 	-   , 	-   , 	-   , 	9.00 ,,
182 (182 Plastic Jug 105 Pc),PLASTIC JUG AND CUP, $	13.00 , $	21.45 , 	-   , 	-   , 	-   , 	-   , 	(182.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(182.00),,
2101(Jug Set (36sets) (2101 Jug Set (36sets)),PLASTIC JUG AND CUP, $	12.00 , $	19.80 , 	3.00 , 	-   , 	7.00 , 	-   , 	2.00 , 	2.00 , 	-   , 	2.00 , 	1.00 , 	-   , 	2.00 , 	4.00 , 	23.00 ,,
29B-8108-4 (Plastic jug w/4 cups ( 36sets)),PLASTIC JUG AND CUP, $	11.00 , $	18.15 , 	6.00 , 	-   , 	-   , 	-   , 	-   , 	0.83 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6.83 ,,
A-145 (A-145 PC Water Bottle 60Pc),PLASTIC JUG AND CUP, $	11.00 , $	18.15 , 	3.00 , 	-   , 	1.00 , 	5.00 , 	2.00 , 	20.00 , 	31.00 , 	7.00 , 	4.72 , 	-   , 	-   , 	-   , 	73.72 ,,
A118-2 (A118-2  Plastic Jug (120 Pcs)),PLASTIC JUG AND CUP, $	10.00 , $	16.50 , 	-   , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	35.00 , 	-   , 	-   , 	-   , 	45.00 ,,
BL006-3 (BL006-3  Jug W/4Cup  (120Pcs)),PLASTIC JUG AND CUP, $	9.00 , $	14.85 , 	1.00 , 	-   , 	(3.43), 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(1.43),,
BL0508-4 (BL0508-4 Jug /4 Cups (120Pcs)),PLASTIC JUG AND CUP, $	12.00 , $	19.80 , 	10.00 , 	55.00 , 	12.00 , 	35.00 , 	15.00 , 	20.87 , 	10.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	157.87 ,,
BL1118 (BL1118 Plastic Jug Set  (72 Sets)),PLASTIC JUG AND CUP, $	12.00 , $	19.80 , 	-   , 	-   , 	0.61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.61 ,,
BL2897 (BL2897 Jug Set (54 sets)),PLASTIC JUG AND CUP, $	25.00 , $	41.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	60.00 , 	40.00 , 	55.00 , 	155.00 ,,
J-315 (J-315 Juicer 72 Pc/ Ctn),PLASTIC JUG AND CUP, $	21.00 , $	34.65 , 	3.00 , 	30.00 , 	0.56 , 	-   , 	-   , 	2.64 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.20 ,,
J136 (J136-Jug set(48sets)),PLASTIC JUG AND CUP, $	17.00 , $	28.05 , 	-   , 	55.00 , 	9.54 , 	2.00 , 	5.00 , 	1.00 , 	1.00 , 	10.00 , 	-   , 	-   , 	2.00 , 	25.00 , 	110.54 ,,
KB-103-4 (KB-103-4 Water Bottle (30Pcs/Ctn)),PLASTIC JUG AND CUP, $	18.00 , $	29.70 , 	2.00 , 	-   , 	1.00 , 	-   , 	2.00 , 	-   , 	1.00 , 	-   , 	6.00 , 	12.00 , 	-   , 	-   , 	24.00 ,,
KB2190 (WATER BOTTLE KB2190 (1902-1+WB0044) ( 48Pcs/Box)),PLASTIC JUG AND CUP, $	14.00 , $	23.10 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	94.00 , 	1.00 , 	-   , 	-   , 	97.00 ,,
KB2195 (Water Bottle KB2195(1901+WB0024)(48Pcs/Box)),PLASTIC JUG AND CUP, $	12.00 , $	19.80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	119.00 , 	-   , 	-   , 	-   , 	119.00 ,,
ZF1896 (ZF1896 Water Bottle (50Pcs/ Ctn)),PLASTIC JUG AND CUP, $	25.00 , $	41.25 , 	4.00 , 	-   , 	1.00 , 	-   , 	1.00 , 	3.00 , 	32.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	41.00 ,,
8308 (8308 Water Pitcher 6.5L ( 4pcs/ctn)),PLASTIC JUG AND CUP, $	21.00 , $	34.65 , 	6.00 , 	3.00 , 	8.00 , 	-   , 	6.00 , 	2.00 , 	3.00 , 	3.00 , 	6.00 , 	3.00 , 	5.00 , 	16.00 , 	61.00 ,,
8309 (8309 Water Pitcher 13L (4Pcs/Ctn)),PLASTIC JUG AND CUP, $	17.00 , $	28.05 , 	8.00 , 	3.00 , 	16.00 , 	-   , 	6.00 , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36.00 ,,
9598 (9598  Plastic Jug w/Cups(48sets)),PLASTIC JUG AND CUP, $	18.00 , $	29.70 , 	3.00 , 	15.00 , 	-   , 	-   , 	5.00 , 	10.00 , 	-   , 	-   , 	4.00 , 	1.00 , 	-   , 	-   , 	38.00 ,,
BL0263 BIG JUG (BL0263 BIG JUG(48 PCS)),PLASTIC JUG AND CUP, $	14.00 , $	23.10 , 	1.00 , 	-   , 	2.00 , 	-   , 	30.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	33.00 ,,
BL0263 MIX (PLAST JUG BL0263 BIG (48 PCS) MIX),PLASTIC JUG AND CUP, $	12.00 , $	19.80 , 	-   , 	210.00 , 	54.13 , 	50.00 , 	13.00 , 	22.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	349.13 ,,
J008 (J008 JUG (48PCS)),PLASTIC JUG AND CUP, $	25.00 , $	41.25 , 	285.00 , 	-   , 	615.00 , 	-   , 	(494.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	406.00 ,,
YZ1206 (YZ1206 PLASTIC  SOAP (210 PCS)),PLASTIC SHOP, $	12.00 , $	19.80 , 	1.00 , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	45.00 , 	-   , 	-   , 	48.00 ,,
GP0001* (GP0001 Dominos Set  (24 Sets/ Box)),PLAYING ITEMS, $	7.00 , $	11.55 , 	208.00 , 	-   , 	2.00 , 	22.00 , 	-   , 	7.00 , 	2.00 , 	7.67 , 	854.00 , 	90.13 , 	75.00 , 	(136.00)," 	1,131.79 ",,
1993 (1993 Playing Card(10x10)),PLAYING ITEMS, $	11.00 , $	18.15 , 	97.00 , 	75.00 , 	68.00 , 	5.00 , 	54.00 , 	32.00 , 	157.00 , 	137.00 , 	222.00 , 	42.03 , 	53.00 , 	(40.00), 	902.03 ,,
2066 (2066 Playing Card (100 Sets)),PLAYING ITEMS, $	7.90 , $	13.04 , 	95.00 , 	73.06 , 	109.00 , 	7.00 , 	61.00 , 	23.00 , 	8.00 , 	192.00 , 	432.00 , 	60.03 , 	75.00 , 	(240.00), 	895.09 ,,
MJ-3 (MJ-3 Plastic Playing Cards (20Pack of 10sets) ( 200 sets)),PLAYING ITEMS, $	9.10 , $	15.02 , 	3.00 , 	-   , 	1.00 , 	-   , 	-   , 	4.00 , 	-   , 	25.00 , 	-   , 	14.00 , 	1.00 , 	65.00 , 	113.00 ,,
KN-95 (SQ001) (KN-95 SQ001 MASK (20Bx of 50 Units)),PROTECTIVE MASK, $	21.00 , $	34.65 , 	0.25 , 	0.15 , 	0.20 , 	0.20 , 	0.15 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.95 ,,
MASK SURGICAL (MASK SURGICAL (50PCS/BOITE)),PROTECTIVE MASK, $	18.00 , $	29.70 ,,,,,,,,,,,,,,,
KN95 PROTECTIVE MASK (KN95 PROTECTIVE MASK(50PCS/BOITE)),PROTECTIVE MASK, $	34.00 , $	56.10 , 	-   , 	-   , 	-   , 	-   , 	254.00 , 	105.00 , 	48.00 , 	22.00 , 	12.00 , 	16.00 , 	15.00 , 	11.00 , 	483.00 ,,
MASK SURGICAL (MASK SURGICAL (50PCS/BOITE)) - Other,PROTECTIVE MASK, $	67.00 , $	110.55 , 	-   , 	-   , 	-   , 	-   ," 	2,069.00 ", 	679.00 , 	412.00 , 	277.00 , 	217.00 , 	416.00 , 	415.00 , 	376.00 ," 	4,861.00 ",,
Surgical Mask  KZ001A (KZ001A DISPOSABLE PROTECTIE MASK(2000PCS) (40Box of 50Pcs)),PROTECTIVE MASK, $	56.00 , $	92.40 , 	1.53 , 	2.50 , 	2.08 , 	0.75 , 	1.35 , 	0.08 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	8.28 ,,
MINI150 (MINI150 Umbrella 60 Pcs),ALL PUMBRELLA, $	28.00 , $	46.20 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	149.00 , 	-   , 	35.00 , 	15.00 , 	199.00 ,,
SU56R16 (SU 56R16(60 PCS)),ALL PUMBRELLA, $	20.00 , $	33.00 , 	80.00 , 	115.00 , 	300.17 , 	35.00 , 	-   , 	-   , 	-   , 	-   , 	433.00 , 	30.00 , 	48.00 , 	143.00 ," 	1,184.17 ",,
HW0011 (HW0011-TABLE MAT(600Pcs)),PVC SHEET, $	45.00 , $	74.25 , 	(10.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(10.00),,
A05 (A05 SUPER CLEAR FILM WITH EMBOSS 0.20 Mm X 140Cm X 150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	7.00 , 	-   , 	-   , 	2.00 , 	-   , 	3.00 , 	-   , 	5.00 , 	-   , 	-   , 	-   , 	17.00 ,,
A20 (A20 SUPER CLEAR FILM WITH EMBOSS 0.15MmX140CmX150Y),PVC SHEET, $	45.00 , $	74.25 , 	1.00 , 	17.00 , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	5.00 , 	10.00 , 	36.00 ,,
A31 (A31 SUPER CLEAR FILM WITH EMBOSS 0.15mm*140cm*150),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	12.00 , 	-   , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	5.00 , 	-   , 	6.00 , 	13.00 , 	39.00 ,,
A33 (A33 SUPER CLEAR FILM WITH EMBOSS 0.15Mm X 140Cm X 150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	12.00 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	5.00 , 	5.00 , 	28.00 ,,
A35 (A35 SUPER CLEAR FILM WITH EMBOSS 020Mm X 140Cm X 150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	7.00 , 	-   , 	-   , 	1.00 , 	-   , 	3.00 , 	-   , 	5.00 , 	-   , 	-   , 	-   , 	16.00 ,,
A38 (A38 SUPER CLEAR FILM WITH EMBOSS 0.15Mm X 140CmX 150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	17.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	5.00 , 	21.00 , 	53.00 ,,
A60 (A60 SUPER CLEAR FILM WITH EMBOSS 0.20Mm X 140Cm X 150Y),PVC SHEET, $	45.00 , $	74.25 , 	-   , 	5.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	-   , 	-   , 	1.00 , 	11.00 ,,
